,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,lat,long,sample_date,sampling_location,DESCRIPTION
46,1985-04-10T00:00:00.000,0.0,0.0,0.0,7900.0,23.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.0,0.0,0.0,40.568333,-73.983333,1985-04-10T00:00:00.000,N9,Steeplechase Pier
47,1985-06-27T00:00:00.000,0.0,5.5,0.0,490.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.6,0.0,0.0,40.568333,-73.983333,1985-06-27T00:00:00.000,N9,Steeplechase Pier
48,1927-07-29T00:00:00.000,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.26,0.0,0.0,40.568333,-73.983333,1927-07-29T00:00:00.000,N9,Steeplechase Pier
49,1988-03-07T00:00:00.000,0.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,9.7,0.0,0.0,40.568333,-73.983333,1988-03-07T00:00:00.000,N9,Steeplechase Pier
50,1947-07-01T00:00:00.000,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.2,0.0,0.0,40.568333,-73.983333,1947-07-01T00:00:00.000,N9,Steeplechase Pier
51,2008-06-03T00:00:00.000,0.08800000000000001,0.0,0.0,0.0,30.53,7.83,0.057999999999999996,2.4,0.0,1,10.8,0.061,7.66,7.71,2,8.48,0.0,0.0,40.568333,-73.983333,2008-06-03T00:00:00.000,N9,Steeplechase Pier
52,2014-09-23T00:00:00.000,0.183,0.0,127.83200000000001,0.0,29.72,6.34,0.079,2.13,127.83200000000001,1,12.0,0.086,7.86,7.87,1,6.59,127.83200000000001,135.683,40.568333,-73.983333,2014-09-23T00:00:00.000,N9,Steeplechase Pier
53,1995-03-28T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.568333,-73.983333,1995-03-28T00:00:00.000,N9,Steeplechase Pier
54,1950-08-24T00:00:00.000,0.0,0.0,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.8,0.0,0.0,40.568333,-73.983333,1950-08-24T00:00:00.000,N9,Steeplechase Pier
55,2008-01-15T00:00:00.000,0.17800000000000002,0.0,0.0,0.0,25.9,0.0,0.24600000000000002,2.8,0.0,10,8.0,0.078,7.5,7.57,30,10.45,0.0,0.0,40.568333,-73.983333,2008-01-15T00:00:00.000,N9,Steeplechase Pier
56,2012-12-12T00:00:00.000,0.223,0.0,248.886,0.0,29.55,8.52,0.222,1.7,248.886,5,11.0,0.107,7.85,7.79,33,9.78,248.886,246.66299999999998,40.568333,-73.983333,2012-12-12T00:00:00.000,N9,Steeplechase Pier
57,1937-07-08T00:00:00.000,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.15,0.0,0.0,40.568333,-73.983333,1937-07-08T00:00:00.000,N9,Steeplechase Pier
58,1984-08-30T00:00:00.000,0.0,1.5,0.0,230.0,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.568333,-73.983333,1984-08-30T00:00:00.000,N9,Steeplechase Pier
59,1984-08-30T00:00:00.000,0.0,1.5,0.0,230.0,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.568333,-73.983333,1984-08-30T00:00:00.000,N9,Steeplechase Pier
60,2014-02-26T00:00:00.000,0.718,0.0,0.0,0.0,22.01,7.84,0.374,3.08,0.0,20,11.0,0.183,7.46,7.5,56,9.87,0.0,0.0,40.714961,-73.931556,2014-02-26T00:00:00.000,NC0,English Kills
61,2011-10-04T00:00:00.000,1.25,0.0,-212.22799999999998,0.0,19.02,0.11,0.036000000000000004,4.0,-212.22799999999998,1040,10.0,0.353,6.83,6.8,"7,600",0.0,-212.22799999999998,-236.89700000000002,40.714961,-73.931556,2011-10-04T00:00:00.000,NC0,English Kills
62,2007-10-03T00:00:00.000,0.838,0.0,0.0,0.0,24.2,0.0,0.294,3.28,0.0,148,12.0,0.307,7.05,7.06,520,1.13,0.0,0.0,40.714961,-73.931556,2007-10-03T00:00:00.000,NC0,English Kills
63,2004-07-28T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.714961,-73.931556,2004-07-28T00:00:00.000,NC0,English Kills
64,2014-06-25T00:00:00.000,0.879,0.0,146.14700000000002,0.0,20.09,5.31,0.18600000000000003,3.12,146.14700000000002,20,13.0,0.35600000000000004,7.22,7.24,310,5.52,146.14700000000002,149.015,40.714961,-73.931556,2014-06-25T00:00:00.000,NC0,English Kills
65,2015-08-19T00:00:00.000,0.593,0.0,434.17400000000004,0.0,23.3,4.33,0.19,2.72,434.17400000000004,24,6.0,0.38,7.09,7.12,193,4.77,434.17400000000004,417.02099999999996,40.714961,-73.931556,2015-08-19T00:00:00.000,NC0,English Kills
66,1968-08-28T00:00:00.000,0.0,3.6,0.0,240000.0,27.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.4,0.0,0.0,40.747499,-73.966112,1968-08-28T00:00:00.000,E3,
67,2000-07-06T00:00:00.000,0.44799999999999995,0.0,0.0,0.0,0.0,0.0,0.278,2.9,0.0,0,15.2,0.11900000000000001,6.92,6.94,88,4.52,0.0,0.0,40.747499,-73.966112,2000-07-06T00:00:00.000,E3,
68,1996-06-13T00:00:00.000,0.488,0.0,0.0,200.0,18.63,5.32,0.23,0.0,0.0,0,14.0,0.152,7.46,7.4,124,6.69,0.0,0.0,40.747499,-73.966112,1996-06-13T00:00:00.000,E3,
69,1932-06-29T00:00:00.000,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.85,0.0,0.0,40.747499,-73.966112,1932-06-29T00:00:00.000,E3,
70,1997-06-26T00:00:00.000,0.556,0.0,0.0,0.0,23.05,3.96,0.292,0.0,0.0,0,7.0,0.163,7.25,7.22,77,4.37,0.0,0.0,40.747499,-73.966112,1997-06-26T00:00:00.000,E3,
71,1937-09-07T00:00:00.000,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.64,0.0,0.0,40.747499,-73.966112,1937-09-07T00:00:00.000,E3,
72,1988-06-15T00:00:00.000,0.0,2.6,0.0,22000.0,23.3,0.0,0.0,0.0,0.0,0,0.0,0.0,7.16,7.08,260,3.9,0.0,0.0,40.747499,-73.966112,1988-06-15T00:00:00.000,E3,
73,1963-09-11T00:00:00.000,0.0,0.0,0.0,1100.0,29.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.7,0.0,0.0,40.747499,-73.966112,1963-09-11T00:00:00.000,E3,
74,1957-08-14T00:00:00.000,0.0,0.0,0.0,240.0,25.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.9,0.0,0.0,40.783330,-73.992497,1957-08-14T00:00:00.000,N3A,
75,1956-08-01T00:00:00.000,0.0,0.0,0.0,93.0,19.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.783330,-73.992497,1956-08-01T00:00:00.000,N3A,
76,1966-09-14T00:00:00.000,0.0,0.0,0.0,490.0,23.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.783330,-73.992497,1966-09-14T00:00:00.000,N3A,
77,1963-07-30T00:00:00.000,0.0,0.0,0.0,93.0,29.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.6,0.0,0.0,40.783330,-73.992497,1963-07-30T00:00:00.000,N3A,
78,1980-08-25T00:00:00.000,0.0,2.1,0.0,4500.0,25.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.6,0.0,0.0,40.783330,-73.992497,1980-08-25T00:00:00.000,N3A,
79,1980-08-25T00:00:00.000,0.0,2.1,0.0,4500.0,25.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.6,0.0,0.0,40.783330,-73.992497,1980-08-25T00:00:00.000,N3A,
80,1992-03-03T00:00:00.000,0.4,1.6,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0,11.0,0.18,8.07,8.06,0,9.81,0.0,0.0,40.783330,-73.992497,1992-03-03T00:00:00.000,N3A,
81,1980-09-16T00:00:00.000,0.0,1.4,0.0,6800.0,27.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.783330,-73.992497,1980-09-16T00:00:00.000,N3A,
82,1980-09-16T00:00:00.000,0.0,1.4,0.0,6800.0,27.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.783330,-73.992497,1980-09-16T00:00:00.000,N3A,
83,1994-07-26T00:00:00.000,0.34,1.1,0.0,1700.0,0.0,0.0,0.41,0.0,0.0,0,17.0,0.16,7.51,7.45,180,3.57,0.0,0.0,40.783330,-73.992497,1994-07-26T00:00:00.000,N3A,
84,1955-08-17T00:00:00.000,0.0,0.0,0.0,150.0,24.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.5,0.0,0.0,40.783330,-73.992497,1955-08-17T00:00:00.000,N3A,
85,1992-05-21T00:00:00.000,0.24,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0,14.0,0.052000000000000005,7.73,7.56,0,6.91,0.0,0.0,40.783330,-73.992497,1992-05-21T00:00:00.000,N3A,
86,1984-06-12T00:00:00.000,0.0,3.8,0.0,13000.0,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.5,0.0,0.0,40.783330,-73.992497,1984-06-12T00:00:00.000,N3A,
87,1984-06-12T00:00:00.000,0.0,3.8,0.0,13000.0,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.5,0.0,0.0,40.783330,-73.992497,1984-06-12T00:00:00.000,N3A,
88,2006-07-18T00:00:00.000,0.402,0.0,55.39,0.0,25.35,5.44,0.23600000000000002,5.16,55.39,1,45.5,0.32,7.87,7.86,8,6.65,55.39,50.637,40.645333,-73.820833,2006-07-18T00:00:00.000,J7,Bergen Basin
89,1997-05-28T00:00:00.000,1.19,0.0,0.0,0.0,25.97,5.3,0.32299999999999995,0.0,0.0,0,10.0,0.21600000000000003,7.58,7.67,0,7.25,0.0,0.0,40.645333,-73.820833,1997-05-28T00:00:00.000,J7,Bergen Basin
90,2010-10-19T00:00:00.000,0.9420000000000001,0.0,0.0,0.0,0.0,0.0,0.7240000000000001,2.8,0.0,62,7.4,0.29100000000000004,0.0,0.0,800,9.24,0.0,0.0,40.645333,-73.820833,2010-10-19T00:00:00.000,J7,Bergen Basin
91,2004-03-02T00:00:00.000,0.226,0.0,0.0,0.0,25.7,0.0,0.502,3.67,0.0,0,38.4,0.212,8.78,8.72,3,19.49,0.0,0.0,40.645333,-73.820833,2004-03-02T00:00:00.000,J7,Bergen Basin
92,1972-09-14T00:00:00.000,0.0,4.2,0.0,1300.0,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.645333,-73.820833,1972-09-14T00:00:00.000,J7,Bergen Basin
93,1966-09-01T00:00:00.000,0.0,0.0,0.0,79.0,27.65,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.645333,-73.820833,1966-09-01T00:00:00.000,J7,Bergen Basin
94,2000-05-23T00:00:00.000,0.987,0.0,0.0,0.0,25.8,0.0,0.306,0.0,0.0,0,3.0,0.239,7.2,7.17,175,4.86,0.0,0.0,40.645333,-73.820833,2000-05-23T00:00:00.000,J7,Bergen Basin
95,1969-08-20T00:00:00.000,0.0,4.9,0.0,35000.0,23.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.645333,-73.820833,1969-08-20T00:00:00.000,J7,Bergen Basin
96,1982-09-16T00:00:00.000,0.0,4.6,0.0,450.0,27.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.2,0.0,0.0,40.645333,-73.820833,1982-09-16T00:00:00.000,J7,Bergen Basin
97,1982-09-16T00:00:00.000,0.0,4.6,0.0,450.0,27.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.2,0.0,0.0,40.645333,-73.820833,1982-09-16T00:00:00.000,J7,Bergen Basin
98,1969-06-19T00:00:00.000,0.0,4.3,0.0,3300.0,24.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.1,0.0,0.0,40.645333,-73.820833,1969-06-19T00:00:00.000,J7,Bergen Basin
99,1972-08-07T00:00:00.000,0.0,5.1,0.0,200.0,26.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.9,0.0,0.0,40.645333,-73.820833,1972-08-07T00:00:00.000,J7,Bergen Basin
100,1972-07-06T00:00:00.000,0.0,4.1,0.0,7900.0,23.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.645333,-73.820833,1972-07-06T00:00:00.000,J7,Bergen Basin
101,1953-08-13T00:00:00.000,0.0,0.0,0.0,4.0,27.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,40.645333,-73.820833,1953-08-13T00:00:00.000,J7,Bergen Basin
102,1996-06-26T00:00:00.000,1.54,0.0,0.0,1100.0,24.49,5.25,0.207,0.0,0.0,0,12.0,0.43,7.79,7.71,388,6.13,0.0,0.0,40.645333,-73.820833,1996-06-26T00:00:00.000,J7,Bergen Basin
103,1971-07-01T00:00:00.000,0.0,5.1,0.0,450.0,27.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.645333,-73.820833,1971-07-01T00:00:00.000,J7,Bergen Basin
104,2016-06-29T00:00:00.000,0.20800000000000002,0.0,233.16,0.0,27.32,4.28,0.14400000000000002,3.74,233.16,4,8.0,0.44299999999999995,7.89,7.93,"12,400",5.43,233.16,231.15,40.645333,-73.820833,2016-06-29T00:00:00.000,J7,Bergen Basin
105,1954-07-01T00:00:00.000,0.0,0.0,0.0,4.0,28.35,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.6,0.0,0.0,40.645333,-73.820833,1954-07-01T00:00:00.000,J7,Bergen Basin
106,1968-09-05T00:00:00.000,0.0,3.1,0.0,110000.0,27.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.1,0.0,0.0,40.800833,-73.886111,1968-09-05T00:00:00.000,E5,
