,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION
426,1984-10-03T00:00:00.000,0.0,2.9,0.0,23000,25.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.6,0.0,0.0,40.782500,-73.922,E4,Hell Gate
425,1984-10-03T00:00:00.000,0.0,2.9,0.0,23000,25.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.6,0.0,0.0,40.782500,-73.922,E4,Hell Gate
46,1985-04-10T00:00:00.000,0.0,0.0,0.0,7900,23.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.0,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
420,1985-06-10T00:00:00.000,0.0,3.0,0.0,2000,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1020,4.7,0.0,0.0,40.782500,-73.922,E4,Hell Gate
607,1985-06-25T00:00:00.000,0.0,3.3,0.0,16000,31.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,830,6.8,0.0,0.0,40.573333,-73.88466700000001,J1,Rockaway Inlet
47,1985-06-27T00:00:00.000,0.0,5.5,0.0,490,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.6,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
268,1985-07-15T00:00:00.000,0.0,4.5,0.0,50,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.1,0.0,0.0,40.843667,-73.765333,E10,Hart Island
17,1985-07-16T00:00:00.000,0.0,0.8,0.0,17000,17.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,40.641167,-74.153,K2,Shooters Island
463,1985-07-16T00:00:00.000,0.0,5.2,0.0,35000,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,40.666667,-74.003333,G2,Gowanus Channel
584,1985-07-18T00:00:00.000,0.0,1.8,0.0,460,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.5,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
478,1985-08-27T00:00:00.000,0.0,2.7,0.0,2300,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3500,3.7,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
673,1986-06-30T00:00:00.000,0.0,6.8,0.0,20,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.1,8.9,45,7.6,0.0,0.0,40.787500,-73.76333299999999,E11,Little Neck Bay
221,1986-07-09T00:00:00.000,0.0,3.9,0.0,3300,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,7.6,322,6.0,0.0,0.0,40.820833,-73.965333,N3B,125th Street
430,1986-07-10T00:00:00.000,0.0,4.3,0.0,1300,28.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.1,8.2,2,6.5,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
119,1986-08-07T00:00:00.000,0.0,5.4,0.0,330,26.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.8,7.8,30,4.5,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
348,1986-09-22T00:00:00.000,0.0,0.7,0.0,1300,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.3,7.4,89,5.7,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
274,1987-06-29T00:00:00.000,0.26,1.4,0.0,80,0.0,0.0,0.09,0.0,0.0,0,0.0,0.12,7.85,7.91,18,6.0,0.0,0.0,40.843667,-73.765333,E10,Hart Island
638,1987-06-30T00:00:00.000,0.02,5.8,0.0,80,0.0,0.0,0.26,0.0,0.0,0,0.0,0.13,0.0,0.0,10,9.5,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
399,1987-08-12T00:00:00.000,0.0,1.9,0.0,450,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.02,6.98,600,3.1,0.0,0.0,40.764500,-74.005833,N4,42nd Street
49,1988-03-07T00:00:00.000,0.0,0.0,0.0,70,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,9.7,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
544,1988-06-16T00:00:00.000,0.0,7.6,0.0,130,27.4,0.0,0.0,0.0,0.0,0,0.0,0.0,8.53,8.25,0,10.8,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
437,1988-09-14T00:00:00.000,0.0,7.7,0.0,24000,27.8,0.0,0.0,0.0,0.0,0,0.0,0.0,8.25,8.16,2580,7.9,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
361,1988-09-21T00:00:00.000,0.0,3.8,0.0,490,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,7.82,7.76,54,5.6,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
323,1988-09-27T00:00:00.000,0.0,2.7,0.0,2300,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.25,7.39,490,3.9,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
553,1989-07-12T00:00:00.000,0.94,0.0,0.0,2000,23.1,0.0,0.34,0.0,0.0,0,0.0,0.16,0.0,0.0,180,2.8,0.0,0.0,40.735333,-73.97,E2,23rd Street
200,1989-07-24T00:00:00.000,0.0,0.0,0.0,3300,24.0,0.0,0.28,0.0,0.0,0,0.0,0.17,7.37,7.34,40,3.8,0.0,0.0,40.800833,-73.8645,E14,Bronx River
366,1989-07-25T00:00:00.000,0.0,0.0,0.0,60,31.5,0.0,0.012,0.0,0.0,0,0.0,0.062,7.7,7.6,2,7.0,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
535,1989-08-03T00:00:00.000,0.56,0.0,0.0,790,26.4,0.0,0.26,0.0,0.0,0,0.0,0.24,0.0,0.0,190,4.0,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
128,1989-08-10T00:00:00.000,0.005,0.0,0.0,460,28.8,0.0,0.084,0.0,0.0,0,0.0,0.13,8.12,7.98,17,6.9,0.0,0.0,40.581667,-73.931333,J11,Sheepshead Bay
455,1989-08-17T00:00:00.000,0.013999999999999999,3.0,0.0,330,26.2,0.0,0.19,0.0,0.0,0,0.0,0.3,7.95,7.93,96,5.8,0.0,0.0,40.597667,-73.809,J5,A train Trestle
325,1990-07-11T00:00:00.000,0.32,1.8,0.0,7900,12.1,0.0,0.22,0.0,0.0,0,0.0,0.14,0.0,0.0,0,0.0,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
317,1990-11-13T00:00:00.000,0.16,0.0,0.0,0,14.5,0.0,0.45,0.0,0.0,0,0.0,0.13,0.0,0.0,0,8.8,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
150,1991-06-13T00:00:00.000,0.34,0.9,0.0,1300,0.0,0.0,0.21,0.0,0.0,0,22.0,0.14,0.0,0.0,200,6.1,0.0,0.0,40.651112,-74.08194499999999,K1,St. George
368,1991-06-18T00:00:00.000,1.1,1.1,0.0,24000,22.2,0.0,0.47,0.0,0.0,0,47.0,0.3,0.0,0.0,0,4.4,0.0,0.0,40.637500,-74.195833,K3,A & K Railroad Bridge
273,1991-07-15T00:00:00.000,0.42,1.2,0.0,70,26.3,0.0,0.18,0.0,0.0,0,14.0,0.19,0.0,0.0,11,4.0,0.0,0.0,40.843667,-73.765333,E10,Hart Island
138,1991-07-23T00:00:00.000,0.65,1.0,0.0,0,26.6,0.0,0.41,0.0,0.0,0,12.0,0.22,0.0,0.0,118,3.7,0.0,0.0,40.508833,-74.258833,K5,Tottenville
456,1991-07-30T00:00:00.000,0.53,1.8,0.0,0,28.1,0.0,0.13,0.0,0.0,0,40.0,0.25,0.0,0.0,252,4.4,0.0,0.0,40.597667,-73.809,J5,A train Trestle
643,1991-09-11T00:00:00.000,0.01,4.7,0.0,0,27.6,0.0,0.11,0.0,0.0,0,7.0,0.14,8.12,8.08,2,8.8,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
296,1991-12-16T00:00:00.000,0.26,1.2,0.0,0,25.6,0.0,0.47,0.0,0.0,0,8.0,0.1,0.0,0.0,0,9.5,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
136,1992-01-07T00:00:00.000,0.47,1.8,0.0,0,24.5,0.0,0.58,0.0,0.0,0,13.0,0.14,7.97,7.85,0,9.91,0.0,0.0,40.508833,-74.258833,K5,Tottenville
364,1992-01-22T00:00:00.000,0.04,0.2,0.0,0,32.5,0.0,0.07,0.0,0.0,0,3.0,0.034,8.27,8.14,0,0.0,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
340,1992-02-06T00:00:00.000,0.4,1.7,0.0,0,16.3,0.0,0.54,0.0,0.0,0,28.0,0.12,7.88,7.77,0,11.58,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
672,1992-05-07T00:00:00.000,0.17,3.7,0.0,0,24.3,0.0,0.11,0.0,0.0,0,15.0,0.11,8.32,8.29,0,9.46,0.0,0.0,40.787500,-73.76333299999999,E11,Little Neck Bay
427,1992-06-10T00:00:00.000,0.0,0.0,0.0,0,20.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.08,0.0,0.0,40.782500,-73.922,E4,Hell Gate
468,1992-06-30T00:00:00.000,0.21,1.9,0.0,0,24.93,0.0,0.17,0.0,0.0,0,20.0,0.05,7.85,7.81,0,6.83,0.0,0.0,40.666667,-74.003333,G2,Gowanus Channel
482,1992-06-30T00:00:00.000,0.29,4.6,0.0,0,0.0,0.0,0.1,0.0,0.0,0,24.0,0.062,7.75,7.75,0,4.81,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
120,1992-08-26T00:00:00.000,0.46,3.4,0.0,0,0.0,0.0,0.35,0.0,0.0,0,17.0,0.21,0.0,0.0,130,8.82,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
269,1992-09-01T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.843667,-73.765333,E10,Hart Island
308,1992-09-22T00:00:00.000,0.32,1.1,0.0,0,24.41,0.0,0.47,0.0,0.0,0,8.0,0.15,6.08,6.06,250,5.21,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
435,1993-01-27T00:00:00.000,0.77,1.8,0.0,0,27.76,0.0,0.31,0.0,0.0,0,34.0,0.09699999999999999,8.03,7.93,0,10.92,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
592,1993-04-06T00:00:00.000,0.41,5.8,0.0,0,24.36,0.0,0.19,0.0,0.0,0,32.0,0.17,8.52,8.52,0,15.38,0.0,0.0,40.642833,-73.851167,J8,Spring Creek
487,1993-06-02T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.72,7.74,0,7.89,0.0,0.0,40.805000,-73.8205,E7,Whitestone
417,1993-06-22T00:00:00.000,0.49,1.9,0.0,3000,0.0,0.0,0.3,0.0,0.0,0,60.0,0.16,7.3,7.34,196,5.26,0.0,0.0,40.782500,-73.922,E4,Hell Gate
502,1993-06-22T00:00:00.000,0.42,1.4,0.0,5000,0.0,0.0,0.22,0.0,0.0,0,42.0,0.14,7.55,7.77,0,7.14,0.0,0.0,40.805000,-73.8205,E7,Whitestone
466,1993-07-26T00:00:00.000,0.47,0.7,0.0,70,28.41,0.0,0.25,0.0,0.0,0,49.0,0.14,0.0,0.0,240,3.93,0.0,0.0,40.666667,-74.003333,G2,Gowanus Channel
585,1993-08-19T00:00:00.000,0.05,0.4,0.0,0,30.18,0.0,0.01,0.0,0.0,0,28.0,0.1,7.95,7.96,7,7.01,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
147,1993-08-23T00:00:00.000,0.58,1.8,0.0,0,0.0,0.0,0.48,0.0,0.0,0,30.0,0.24,7.45,7.44,8,3.58,0.0,0.0,40.508833,-74.258833,K5,Tottenville
459,1993-11-04T00:00:00.000,0.8,0.0,0.0,0,0.0,0.0,0.72,0.0,0.0,0,0.0,0.15,7.79,7.84,0,8.27,0.0,0.0,40.597667,-73.809,J5,A train Trestle
126,1993-11-30T00:00:00.000,0.96,1.7,0.0,0,0.0,0.0,0.58,0.0,0.0,0,10.0,0.16,7.96,8.04,0,9.92,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
610,1993-11-30T00:00:00.000,0.51,1.3,0.0,0,28.02,0.0,0.42,0.0,0.0,0,14.0,0.11,8.11,8.09,0,9.67,0.0,0.0,40.573333,-73.88466700000001,J1,Rockaway Inlet
421,1993-12-08T00:00:00.000,0.61,1.7,0.0,0,24.63,0.0,0.44,0.0,0.0,0,20.0,0.18,0.0,0.0,0,9.18,0.0,0.0,40.782500,-73.922,E4,Hell Gate
123,1993-12-15T00:00:00.000,0.57,1.8,0.0,0,0.0,0.0,0.46,0.0,0.0,0,6.0,0.12,7.93,7.93,0,12.21,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
124,1994-01-06T00:00:00.000,1.0,2.3,0.0,0,26.95,0.0,0.42,0.0,0.0,0,11.0,0.13,8.08,8.09,0,11.35,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
219,1994-06-14T00:00:00.000,0.28,2.4,0.0,1300,24.7,0.0,0.34,0.0,0.0,0,18.0,0.099,0.0,0.0,36,6.39,0.0,0.0,40.820833,-73.965333,N3B,125th Street
264,1994-07-21T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.26,0.0,0.0,40.843667,-73.765333,E10,Hart Island
382,1994-11-02T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
434,1994-11-15T00:00:00.000,0.8,2.6,0.0,0,27.88,0.0,0.78,0.0,0.0,0,24.0,0.2,7.89,7.89,0,7.76,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
609,1994-11-15T00:00:00.000,0.43,2.2,0.0,0,30.02,0.0,0.64,0.0,0.0,0,30.0,0.16,7.88,7.9,0,8.19,0.0,0.0,40.573333,-73.88466700000001,J1,Rockaway Inlet
201,1995-01-04T00:00:00.000,0.69,0.0,0.0,0,23.91,0.0,0.58,0.0,0.0,0,21.0,0.19,7.36,7.44,0,9.13,0.0,0.0,40.800833,-73.8645,E14,Bronx River
53,1995-03-28T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
465,1995-07-11T00:00:00.000,0.48,0.0,0.0,500,27.3,0.0,0.35,0.0,0.0,0,35.0,0.17,7.14,7.36,0,5.62,0.0,0.0,40.666667,-74.003333,G2,Gowanus Channel
157,1995-11-01T00:00:00.000,0.39,0.0,0.0,0,25.94,0.0,0.86,0.0,0.0,0,8.0,0.19,7.53,7.5,0,6.33,0.0,0.0,40.651112,-74.08194499999999,K1,St. George
479,1995-12-12T00:00:00.000,0.4,0.0,0.0,0,29.1,0.0,0.52,0.0,0.0,0,28.0,0.14,7.69,7.7,72,10.71,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
25,1996-05-07T00:00:00.000,0.293,0.0,0.0,0,0.0,0.0,0.35,0.0,0.0,0,19.0,0.073,7.5,7.79,0,10.03,0.0,0.0,40.606167,-74.0455,N8,The Narrows
464,1996-06-04T00:00:00.000,0.387,0.0,0.0,16000,23.1,0.0,0.262,0.0,0.0,0,10.0,0.128,7.5,7.6,0,6.54,0.0,0.0,40.666667,-74.003333,G2,Gowanus Channel
480,1996-06-19T00:00:00.000,0.523,0.0,0.0,20,0.0,0.0,0.35100000000000003,0.0,0.0,0,26.0,0.18899999999999997,7.47,7.56,3,6.89,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
210,1996-06-25T00:00:00.000,0.435,0.0,0.0,800,23.84,6.33,0.222,0.0,0.0,0,18.0,0.15,7.83,7.83,55,7.24,0.0,0.0,40.800833,-73.8645,E14,Bronx River
80,1996-06-26T00:00:00.000,1.54,0.0,0.0,1100,24.49,5.25,0.207,0.0,0.0,0,12.0,0.43,7.79,7.71,388,6.13,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
322,1996-07-23T00:00:00.000,0.14300000000000002,0.0,0.0,300,25.86,6.06,0.355,0.0,0.0,0,20.0,0.098,7.72,7.59,220,6.32,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
176,1996-07-30T00:00:00.000,0.27899999999999997,0.0,0.0,130,25.85,6.1,0.225,0.0,0.0,0,26.0,0.10800000000000001,7.66,7.72,32,6.86,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
122,1996-09-09T00:00:00.000,0.608,0.0,0.0,0,26.55,3.87,0.27399999999999997,0.0,0.0,0,44.0,0.35700000000000004,0.0,0.0,0,4.65,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
639,1997-01-29T00:00:00.000,0.36,0.0,0.0,0,24.0,10.73,0.32,0.0,0.0,0,34.0,0.1,7.69,7.68,0,11.51,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
125,1997-03-13T00:00:00.000,0.326,0.0,0.0,0,27.43,10.94,0.22899999999999998,0.0,0.0,0,94.0,0.073,7.94,7.95,0,10.52,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
67,1997-05-28T00:00:00.000,1.19,0.0,0.0,0,25.97,5.3,0.32299999999999995,0.0,0.0,0,10.0,0.21600000000000003,7.58,7.67,0,7.25,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
671,1997-06-16T00:00:00.000,0.015,0.0,0.0,0,23.52,10.63,0.1,0.0,0.0,0,12.0,0.125,8.37,8.18,13,11.74,0.0,0.0,40.787500,-73.76333299999999,E11,Little Neck Bay
121,1997-06-23T00:00:00.000,0.172,0.0,0.0,0,27.56,6.72,0.187,0.0,0.0,0,16.0,0.182,8.13,8.0,12,7.89,0.0,0.0,40.621667,-73.89472099999999,J10,Paerdegat Basin
445,1997-06-23T00:00:00.000,0.155,0.0,0.0,0,28.34,5.71,0.166,0.0,0.0,0,21.0,0.172,8.04,7.86,5,6.83,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
476,1997-07-02T00:00:00.000,0.276,0.0,0.0,0,26.79,8.57,0.19699999999999998,0.0,0.0,0,16.0,0.161,7.69,7.7,6,6.95,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
189,1997-08-14T00:00:00.000,0.34,0.0,0.0,0,27.88,4.4,0.324,0.0,0.0,0,22.0,0.218,7.38,7.52,69,5.3,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
246,1997-08-18T00:00:00.000,0.243,0.0,0.0,0,17.29,4.06,0.512,0.0,0.0,0,15.0,0.215,7.27,7.3,93,5.0,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
209,1997-08-19T00:00:00.000,0.508,0.0,0.0,0,24.38,2.85,0.331,0.0,0.0,0,8.0,0.18899999999999997,7.27,7.21,62,3.27,0.0,0.0,40.800833,-73.8645,E14,Bronx River
284,1997-08-20T00:00:00.000,0.615,0.0,0.0,0,24.46,2.97,0.38,0.0,0.0,0,24.0,0.24100000000000002,7.32,7.41,40,4.0,0.0,0.0,40.567000,-74.211667,K4,Fresh Kills
436,1997-08-25T00:00:00.000,0.541,0.0,0.0,0,27.71,5.24,0.23199999999999998,0.0,0.0,0,11.0,0.271,7.94,7.71,7,6.08,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
6,1997-09-24T00:00:00.000,0.564,0.0,0.0,0,22.66,5.18,0.596,0.0,0.0,0,18.0,0.256,7.38,7.39,20,5.95,0.0,0.0,40.641167,-74.153,K2,Shooters Island
532,1998-04-01T00:00:00.000,0.09300000000000001,0.0,0.0,0,26.77,13.29,0.062,0.0,0.0,0,11.0,0.182,8.37,8.27,0,13.38,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
132,1998-05-18T00:00:00.000,0.187,0.0,0.0,0,25.45,0.0,0.218,0.0,0.0,0,9.0,0.138,8.06,7.91,0,9.52,0.0,0.0,40.581667,-73.931333,J11,Sheepshead Bay
557,1998-05-19T00:00:00.000,0.46399999999999997,0.0,0.0,0,19.81,6.87,0.349,0.0,0.0,0,11.0,0.152,7.59,7.61,209,7.12,0.0,0.0,40.735333,-73.97,E2,23rd Street
234,1998-05-19T00:00:00.000,0.05,0.0,0.0,0,10.63,7.17,0.45,0.0,0.0,0,20.0,0.084,7.8,7.51,22,7.63,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
484,1998-05-21T00:00:00.000,0.259,0.0,0.0,0,23.59,0.0,0.2,0.0,0.0,0,11.0,0.11800000000000001,7.91,7.96,20,7.64,0.0,0.0,40.805000,-73.8205,E7,Whitestone
301,1998-05-28T00:00:00.000,0.28800000000000003,0.0,0.0,0,0.0,0.0,0.324,0.0,0.0,0,16.0,0.11699999999999999,7.48,7.51,86,6.45,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
300,1998-06-08T00:00:00.000,0.23800000000000002,0.0,0.0,0,26.66,7.35,0.24100000000000002,0.0,0.0,0,8.0,0.08900000000000001,0.0,0.0,38,7.13,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
29,1998-06-09T00:00:00.000,0.214,0.0,0.0,0,30.2,7.88,0.235,0.0,0.0,0,12.0,0.114,7.67,7.72,13,8.0,0.0,0.0,40.606167,-74.0455,N8,The Narrows
411,1998-07-09T00:00:00.000,0.157,0.0,0.0,0,21.92,6.77,0.354,0.0,0.0,0,7.0,0.10400000000000001,0.0,0.0,42,6.21,0.0,0.0,40.764500,-74.005833,N4,42nd Street
489,1998-07-21T00:00:00.000,0.134,0.0,0.0,0,24.95,4.03,0.071,0.0,0.0,0,8.0,0.239,7.43,7.62,15,4.04,0.0,0.0,40.805000,-73.8205,E7,Whitestone
249,1998-07-23T00:00:00.000,0.134,0.0,0.0,0,15.02,4.64,0.555,0.0,0.0,0,22.0,0.25,7.57,7.52,20,4.82,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
644,1998-07-29T00:00:00.000,0.005,0.0,0.0,0,26.74,7.06,0.017,0.0,0.0,0,6.0,0.168,8.75,8.37,1,9.6,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
265,1998-10-27T00:00:00.000,0.251,0.0,0.0,0,0.0,0.0,0.408,0.0,0.0,0,5.0,0.155,7.51,7.55,0,6.83,0.0,0.0,40.843667,-73.765333,E10,Hart Island
415,1998-11-04T00:00:00.000,0.0,0.0,0.0,0,23.88,12.71,0.0,0.0,0.0,0,0.0,0.0,7.46,7.49,0,6.55,0.0,0.0,40.782500,-73.922,E4,Hell Gate
260,1999-03-29T00:00:00.000,0.036000000000000004,0.0,0.0,0,24.77,11.15,0.034,0.0,0.0,0,3.6,0.055999999999999994,8.69,8.75,0,11.48,0.0,0.0,40.843667,-73.765333,E10,Hart Island
510,1999-05-25T00:00:00.000,0.28600000000000003,0.0,0.0,0,0.0,0.0,0.11699999999999999,0.0,0.0,0,3.4,0.138,7.42,7.48,560,7.81,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
262,1999-06-01T00:00:00.000,0.0,0.0,0.0,0,25.61,6.33,0.0,0.0,0.0,0,0.0,0.0,7.78,7.56,0,6.73,0.0,0.0,40.843667,-73.765333,E10,Hart Island
450,1999-06-21T00:00:00.000,0.13699999999999998,0.0,0.0,0,28.04,6.28,0.135,0.0,0.0,0,12.0,0.23800000000000002,7.78,7.78,20,6.99,0.0,0.0,40.597667,-73.809,J5,A train Trestle
341,1999-06-22T00:00:00.000,0.526,0.0,0.0,0,22.69,7.97,0.42100000000000004,0.0,0.0,0,8.0,0.182,7.19,7.12,49,4.88,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
312,1999-07-20T00:00:00.000,0.27899999999999997,0.0,0.0,0,26.06,4.75,0.408,0.0,0.0,0,6.4,0.141,7.36,7.41,720,5.66,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
228,1999-09-01T00:00:00.000,0.28800000000000003,0.0,0.0,0,20.02,4.62,0.444,0.0,0.0,0,0.8,0.171,7.18,7.1,16,5.08,0.0,0.0,40.820833,-73.965333,N3B,125th Street
259,1999-10-05T00:00:00.000,0.0,0.0,0.0,0,26.28,6.46,0.0,0.0,0.0,0,0.0,0.0,6.79,6.81,0,7.67,0.0,0.0,40.843667,-73.765333,E10,Hart Island
499,1999-10-05T00:00:00.000,0.0,0.0,0.0,0,25.9,10.01,0.0,0.0,0.0,0,0.0,0.0,6.61,6.69,0,7.04,0.0,0.0,40.805000,-73.8205,E7,Whitestone
197,2000-02-15T00:00:00.000,0.49,0.0,0.0,0,28.13,11.83,0.441,0.0,0.0,0,11.6,0.11800000000000001,7.62,7.59,0,10.41,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
352,2000-03-01T00:00:00.000,0.11199999999999999,0.0,0.0,0,31.42,11.62,0.222,0.0,0.0,0,3.6,0.068,7.94,7.86,4,11.04,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
496,2000-04-04T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.49,7.52,0,10.88,0.0,0.0,40.805000,-73.8205,E7,Whitestone
505,2000-04-04T00:00:00.000,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.57,7.59,0,10.6,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
232,2000-04-12T00:00:00.000,0.086,0.0,0.0,0,0.41,0.0,0.609,0.0,0.0,0,0.0,0.08800000000000001,7.78,0.0,0,0.0,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
392,2000-05-15T00:00:00.000,0.475,0.0,0.0,0,0.0,0.0,0.242,0.0,0.0,0,11.0,0.142,7.39,7.45,97,7.1,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
504,2000-05-22T00:00:00.000,0.474,0.0,0.0,0,25.6,0.0,0.242,0.0,0.0,0,1.4,0.154,7.08,7.25,160,6.63,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
72,2000-05-23T00:00:00.000,0.987,0.0,0.0,0,25.8,0.0,0.306,0.0,0.0,0,3.0,0.239,7.2,7.17,175,4.86,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
503,2000-06-07T00:00:00.000,0.0,0.0,0.0,0,23.47,1.53,0.0,0.0,0.0,0,0.0,0.0,7.06,7.11,0,6.69,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
360,2000-07-19T00:00:00.000,0.004,0.0,0.0,0,35.23,2.72,0.003,2.39,0.0,0,3.4,0.036000000000000004,7.64,7.49,1,6.5,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
