,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION
442,1961-07-20T00:00:00.000,0.0,0.0,0.0,460,29.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
178,1961-07-27T00:00:00.000,0.0,0.0,0.0,1100,30.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.3,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
350,1961-08-14T00:00:00.000,0.0,0.0,0.0,1100,16.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
245,1962-07-18T00:00:00.000,0.0,0.0,0.0,150,19.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
428,1962-07-30T00:00:00.000,0.0,0.0,0.0,460,22.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.8,0.0,0.0,40.782500,-73.922,E4,Hell Gate
438,1962-08-02T00:00:00.000,0.0,0.0,0.0,75,33.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.8,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
354,1962-08-16T00:00:00.000,0.0,0.0,0.0,2,33.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.7,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
315,1963-06-19T00:00:00.000,0.0,0.0,0.0,460,30.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.1,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
227,1963-07-30T00:00:00.000,0.0,0.0,0.0,43,24.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.8,0.0,0.0,40.820833,-73.965333,N3B,125th Street
270,1963-08-08T00:00:00.000,0.0,0.0,0.0,4,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.843667,-73.765333,E10,Hart Island
398,1963-08-21T00:00:00.000,0.0,0.0,0.0,460,27.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.9,0.0,0.0,40.764500,-74.005833,N4,42nd Street
493,1964-06-22T00:00:00.000,0.0,0.0,0.0,93,28.35,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.8,0.0,0.0,40.805000,-73.8205,E7,Whitestone
175,1964-06-30T00:00:00.000,0.0,0.0,0.0,1100,26.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
378,1964-07-21T00:00:00.000,0.0,0.0,0.0,1100,24.85,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,40.637500,-74.195833,K3,A & K Railroad Bridge
358,1964-07-23T00:00:00.000,0.0,0.0,0.0,2,33.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.6,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
266,1964-08-10T00:00:00.000,0.0,0.0,0.0,4,29.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.9,0.0,0.0,40.843667,-73.765333,E10,Hart Island
506,1964-08-24T00:00:00.000,0.0,0.0,0.0,110,31.85,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.2,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
492,1964-08-24T00:00:00.000,0.0,0.0,0.0,460,30.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.805000,-73.8205,E7,Whitestone
94,1964-08-27T00:00:00.000,0.0,0.0,0.0,1100,26.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
457,1964-08-27T00:00:00.000,0.0,0.0,0.0,8,31.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.1,0.0,0.0,40.597667,-73.809,J5,A train Trestle
646,1965-06-15T00:00:00.000,0.0,0.0,0.0,13,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.5,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
328,1965-07-02T00:00:00.000,0.0,0.0,0.0,540,19.95,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
2,1965-07-06T00:00:00.000,0.0,0.0,0.0,790,28.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.4,0.0,0.0,40.641167,-74.153,K2,Shooters Island
195,1965-07-13T00:00:00.000,0.0,0.0,0.0,1100,29.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.7,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
143,1965-07-20T00:00:00.000,0.0,0.0,0.0,17,29.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.1,0.0,0.0,40.508833,-74.258833,K5,Tottenville
384,1965-07-26T00:00:00.000,0.0,0.0,0.0,230,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.2,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
226,1965-08-04T00:00:00.000,0.0,0.0,0.0,79,21.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.820833,-73.965333,N3B,125th Street
373,1965-09-07T00:00:00.000,0.0,0.0,0.0,1700,26.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.5,0.0,0.0,40.637500,-74.195833,K3,A & K Railroad Bridge
187,1965-09-07T00:00:00.000,0.0,0.0,0.0,2200,28.35,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
44,1966-06-23T00:00:00.000,0.0,0.0,0.0,33,29.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.8,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
263,1966-06-27T00:00:00.000,0.0,0.0,0.0,2,29.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.9,0.0,0.0,40.843667,-73.765333,E10,Hart Island
440,1966-06-30T00:00:00.000,0.0,0.0,0.0,350,29.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.7,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
241,1966-07-06T00:00:00.000,0.0,0.0,0.0,13,12.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.3,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
582,1966-07-21T00:00:00.000,0.0,0.0,0.0,2,31.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.6,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
20,1966-07-26T00:00:00.000,0.0,0.0,0.0,1100,29.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.9,0.0,0.0,40.606167,-74.0455,N8,The Narrows
555,1966-07-27T00:00:00.000,0.0,0.0,0.0,490,26.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.735333,-73.97,E2,23rd Street
167,1966-08-09T00:00:00.000,0.0,0.0,0.0,490,25.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.651112,-74.08194499999999,K1,St. George
71,1966-09-01T00:00:00.000,0.0,0.0,0.0,79,27.65,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
158,1966-09-13T00:00:00.000,0.0,0.0,0.0,2400,26.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.7,0.0,0.0,40.651112,-74.08194499999999,K1,St. George
334,1967-05-31T00:00:00.000,0.0,0.0,0.0,920,20.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.4,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
481,1967-07-18T00:00:00.000,0.0,0.0,0.0,350,26.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.6,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
448,1967-08-10T00:00:00.000,0.0,0.0,0.0,49,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.1,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
10,1967-08-29T00:00:00.000,0.0,0.0,0.0,700,18.55,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.641167,-74.153,K2,Shooters Island
483,1967-08-31T00:00:00.000,0.0,0.0,0.0,280,25.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.1,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
447,1968-07-11T00:00:00.000,0.0,5.1,0.0,3300,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.9,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
233,1968-07-24T00:00:00.000,0.0,4.5,0.0,17000,11.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,40.914500,-73.916167,N1,Mt. St. Vincent
19,1968-07-30T00:00:00.000,0.0,4.9,0.0,79000,26.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.7,0.0,0.0,40.606167,-74.0455,N8,The Narrows
177,1968-08-21T00:00:00.000,0.0,2.8,0.0,540000,26.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
134,1969-06-17T00:00:00.000,0.0,3.3,0.0,7900,22.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.508833,-74.258833,K5,Tottenville
102,1969-06-19T00:00:00.000,0.0,2.4,0.0,110000,20.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
76,1969-06-19T00:00:00.000,0.0,4.3,0.0,3300,24.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.1,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
324,1969-07-02T00:00:00.000,0.0,4.1,0.0,35000,10.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.9,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
641,1969-07-15T00:00:00.000,0.0,5.7,0.0,11000,26.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.5,0.0,0.0,40.510333,-74.100833,K6,Orchard Light
369,1969-08-12T00:00:00.000,0.0,3.5,0.0,3500000,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.9,0.0,0.0,40.637500,-74.195833,K3,A & K Railroad Bridge
73,1969-08-20T00:00:00.000,0.0,4.9,0.0,35000,23.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.5,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
155,1970-06-30T00:00:00.000,0.0,4.0,0.0,130000,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.4,0.0,0.0,40.651112,-74.08194499999999,K1,St. George
359,1970-07-02T00:00:00.000,0.0,4.1,0.0,9100,31.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.9,0.0,0.0,40.529667,-73.943667,N16,SI-FI-W Gong
429,1970-07-02T00:00:00.000,0.0,5.7,0.0,160000,27.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.7,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
500,1970-07-13T00:00:00.000,0.0,5.2,0.0,3300,26.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.805000,-73.8205,E7,Whitestone
511,1970-09-22T00:00:00.000,0.0,1.8,0.0,3300,29.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
81,1971-07-01T00:00:00.000,0.0,5.1,0.0,450,27.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
184,1971-08-04T00:00:00.000,0.0,3.9,0.0,540000,26.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.2,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
586,1971-08-04T00:00:00.000,0.0,3.2,0.0,5400,29.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
587,1971-08-12T00:00:00.000,0.0,4.5,0.0,1400,28.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
380,1971-09-15T00:00:00.000,0.0,0.9,0.0,180000,24.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.6,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
78,1972-07-06T00:00:00.000,0.0,4.1,0.0,7900,23.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
40,1972-07-27T00:00:00.000,0.0,0.6,0.0,490,31.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.6,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
77,1972-08-07T00:00:00.000,0.0,5.1,0.0,200,26.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.9,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
326,1972-08-21T00:00:00.000,0.0,2.8,0.0,22000,20.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.1,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
319,1972-09-13T00:00:00.000,0.0,1.7,0.0,33000,21.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,40.704500,-74.03,N5,Pier A-The Battery
547,1972-09-14T00:00:00.000,0.0,4.0,0.0,7000,25.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.3,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
70,1972-09-14T00:00:00.000,0.0,4.2,0.0,1300,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.9,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
391,1973-06-20T00:00:00.000,0.0,4.7,0.0,49000,22.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
390,1973-07-31T00:00:00.000,0.0,6.2,0.0,11000,25.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.6,0.0,0.0,40.785500,-73.860833,E6,Flushing Bay
212,1979-06-27T00:00:00.000,0.0,0.8,0.0,17000,19.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.820833,-73.965333,N3B,125th Street
213,1979-06-27T00:00:00.000,0.0,0.8,0.0,17000,19.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.8,0.0,0.0,40.820833,-73.965333,N3B,125th Street
338,1979-07-02T00:00:00.000,0.0,2.1,0.0,54000,20.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
339,1979-07-02T00:00:00.000,0.0,2.1,0.0,54000,20.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
3,1979-07-31T00:00:00.000,0.0,0.8,0.0,4000,22.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.3,0.0,0.0,40.641167,-74.153,K2,Shooters Island
4,1979-07-31T00:00:00.000,0.0,0.8,0.0,4000,22.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.3,0.0,0.0,40.641167,-74.153,K2,Shooters Island
96,1979-08-08T00:00:00.000,0.0,1.9,0.0,13000,27.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.5,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
97,1979-08-08T00:00:00.000,0.0,1.9,0.0,13000,27.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.5,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
224,1979-08-21T00:00:00.000,0.0,2.5,0.0,7000,21.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.820833,-73.965333,N3B,125th Street
225,1979-08-21T00:00:00.000,0.0,2.5,0.0,7000,21.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.820833,-73.965333,N3B,125th Street
346,1979-09-12T00:00:00.000,0.0,3.5,0.0,17000,14.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.3,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
345,1979-09-12T00:00:00.000,0.0,3.5,0.0,17000,14.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.3,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
34,1980-07-15T00:00:00.000,0.0,1.7,0.0,9300,31.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.606167,-74.0455,N8,The Narrows
33,1980-07-15T00:00:00.000,0.0,1.7,0.0,9300,31.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.606167,-74.0455,N8,The Narrows
452,1980-09-15T00:00:00.000,0.0,1.3,0.0,5400,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.5,0.0,0.0,40.597667,-73.809,J5,A train Trestle
453,1980-09-15T00:00:00.000,0.0,1.3,0.0,5400,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.5,0.0,0.0,40.597667,-73.809,J5,A train Trestle
223,1981-08-27T00:00:00.000,0.0,1.1,0.0,7900,24.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,40.820833,-73.965333,N3B,125th Street
222,1981-08-27T00:00:00.000,0.0,1.1,0.0,7900,24.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,40.820833,-73.965333,N3B,125th Street
180,1982-07-06T00:00:00.000,0.0,3.3,0.0,2000,24.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.6,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
36,1982-07-06T00:00:00.000,0.0,2.6,0.0,0,26.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.4,0.0,0.0,40.606167,-74.0455,N8,The Narrows
179,1982-07-06T00:00:00.000,0.0,3.3,0.0,2000,24.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.6,0.0,0.0,40.664667,-74.051333,N6,"Buoy ""31"""
35,1982-07-06T00:00:00.000,0.0,2.6,0.0,0,26.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.4,0.0,0.0,40.606167,-74.0455,N8,The Narrows
540,1982-07-22T00:00:00.000,0.0,2.2,0.0,35000,30.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
541,1982-07-22T00:00:00.000,0.0,2.2,0.0,35000,30.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
469,1982-07-27T00:00:00.000,0.0,3.5,0.0,11000,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
470,1982-07-27T00:00:00.000,0.0,3.5,0.0,11000,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,40.484500,-74.24583299999999,K5A,Raritan River
332,1982-08-30T00:00:00.000,0.0,0.5,0.0,1300,21.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
331,1982-08-30T00:00:00.000,0.0,0.5,0.0,1300,21.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,40.828000,-73.93383299999999,H3,155th Street
75,1982-09-16T00:00:00.000,0.0,4.6,0.0,450,27.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.2,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
74,1982-09-16T00:00:00.000,0.0,4.6,0.0,450,27.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8.2,0.0,0.0,40.645333,-73.820833,J7,Bergen Basin
623,1983-07-28T00:00:00.000,0.0,3.4,0.0,2200,29.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.6,0.0,0.0,40.573333,-73.88466700000001,J1,Rockaway Inlet
622,1983-07-28T00:00:00.000,0.0,3.4,0.0,2200,29.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.6,0.0,0.0,40.573333,-73.88466700000001,J1,Rockaway Inlet
140,1983-08-02T00:00:00.000,0.0,2.4,0.0,2300,27.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.4,0.0,0.0,40.508833,-74.258833,K5,Tottenville
141,1983-08-02T00:00:00.000,0.0,2.4,0.0,2300,27.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.4,0.0,0.0,40.508833,-74.258833,K5,Tottenville
431,1983-08-18T00:00:00.000,0.0,2.4,0.0,200,29.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.2,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
432,1983-08-18T00:00:00.000,0.0,2.4,0.0,200,29.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.2,0.0,0.0,40.608055,-73.885835,J2,Mill Basin
89,1983-09-08T00:00:00.000,0.0,2.3,0.0,4500,29.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.2,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
88,1983-09-08T00:00:00.000,0.0,2.3,0.0,4500,29.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.2,0.0,0.0,40.643833,-74.053833,N7,"""28"" Buoy Robbins Reef"
518,1983-09-12T00:00:00.000,0.0,2.4,0.0,2200,29.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
517,1983-09-12T00:00:00.000,0.0,2.4,0.0,2200,29.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.9,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
405,1983-09-14T00:00:00.000,0.0,3.1,0.0,13000,25.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.8,0.0,0.0,40.764500,-74.005833,N4,42nd Street
406,1983-09-14T00:00:00.000,0.0,3.1,0.0,13000,25.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4.8,0.0,0.0,40.764500,-74.005833,N4,42nd Street
14,1984-06-14T00:00:00.000,0.0,1.3,0.0,4000,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.8,0.0,0.0,40.641167,-74.153,K2,Shooters Island
15,1984-06-14T00:00:00.000,0.0,1.3,0.0,4000,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.8,0.0,0.0,40.641167,-74.153,K2,Shooters Island
580,1984-08-03T00:00:00.000,0.0,4.2,0.0,5400,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
581,1984-08-03T00:00:00.000,0.0,4.2,0.0,5400,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.567833,-73.9355,N9A,Coney Is W Outfall
514,1984-08-20T00:00:00.000,0.0,1.6,0.0,200,25.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
513,1984-08-20T00:00:00.000,0.0,1.6,0.0,200,25.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.0,40.800500,-73.78366700000001,E8,Throgs Neck
59,1984-08-30T00:00:00.000,0.0,1.5,0.0,230,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
58,1984-08-30T00:00:00.000,0.0,1.5,0.0,230,30.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.2,0.0,0.0,40.568333,-73.983333,N9,Steeplechase Pier
145,1984-09-13T00:00:00.000,0.0,3.7,0.0,450,26.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.1,0.0,0.0,40.508833,-74.258833,K5,Tottenville
144,1984-09-13T00:00:00.000,0.0,3.7,0.0,450,26.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.1,0.0,0.0,40.508833,-74.258833,K5,Tottenville
536,1984-09-14T00:00:00.000,0.0,4.5,0.0,200,28.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.4,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
537,1984-09-14T00:00:00.000,0.0,4.5,0.0,200,28.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.4,0.0,0.0,40.627000,-73.88283299999999,J3,Canarsie
