_id,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb5d"")",2012-05-29T00:00:00.000,0.247,0,0,0,27.72,7.27,0.387,2.82,11,7,0.114,7.62,0,34,0,0,40.7045,-74.03,N5,Pier A-The Battery,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb5e"")",1996-07-23T00:00:00.000,0.143,0,0,300,25.86,6.06,0.355,0,0,20,0.098,7.72,7.59,220,6.32,0,40.7045,-74.03,N5,Pier A-The Battery,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb5f"")",1988-09-27T00:00:00.000,0,2.7,0,2300,22,0,0,0,0,0,0,7.25,7.39,490,3.9,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb60"")",1969-07-02T00:00:00.000,0,4.1,0,35000,10.3,0,0,0,0,0,0,0,0,0,4.9,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb61"")",1990-07-11T00:00:00.000,0.32,1.8,0,7900,12.1,0,0.22,0,0,0,0.14,0,0,0,0,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb62"")",1972-08-21T00:00:00.000,0,2.8,0,22000,20.2,0,0,0,0,0,0,0,0,0,3.1,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb63"")",1956-08-29T00:00:00.000,0,0,0,150,25.55,0,0,0,0,0,0,0,0,0,1.2,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb64"")",1965-07-02T00:00:00.000,0,0,0,540,19.95,0,0,0,0,0,0,0,0,0,3.5,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb65"")",1935-08-30T00:00:00.000,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,2.92,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb66"")",1918-07-16T00:00:00.000,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,3.75,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb67"")",1982-08-30T00:00:00.000,0,0.5,0,1300,21.5,0,0,0,0,0,0,0,0,0,4.5,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb68"")",1982-08-30T00:00:00.000,0,0.5,0,1300,21.5,0,0,0,0,0,0,0,0,0,4.5,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb69"")",1940-09-05T00:00:00.000,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,2.61,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6a"")",1967-05-31T00:00:00.000,0,0,0,920,20.3,0,0,0,0,0,0,0,0,0,6.4,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6b"")",-73.933833,0.406,0,3.57,0,24.53,3.16,0.49,3.2,450,6.2,0.236,7.26,7.28,"1,660",202.521,204.412,40.828,2010-08-23T00:00:00.000,H3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6c"")",1934-09-11T00:00:00.000,0,0,0,0,13.65,0,0,0,0,0,0,0,0,0,3.64,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6d"")",1941-07-29T00:00:00.000,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,1.38,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6e"")",1979-07-02T00:00:00.000,0,2.1,0,54000,20.8,0,0,0,0,0,0,0,0,0,3,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb6f"")",1979-07-02T00:00:00.000,0,2.1,0,54000,20.8,0,0,0,0,0,0,0,0,0,3,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb70"")",1992-02-06T00:00:00.000,0.4,1.7,0,0,16.3,0,0.54,0,0,28,0.12,7.88,7.77,0,11.58,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb71"")",1999-06-22T00:00:00.000,0.526,0,0,0,22.69,7.97,0.421,0,0,8,0.182,7.19,7.12,49,4.88,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb72"")",1909-07-15T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb73"")",2013-07-15T00:00:00.000,0.122,0,0,0,7.42,6.1,0.47,4.5,30,20,0.12,7.47,7.51,56,6.01,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb74"")",2007-05-29T00:00:00.000,0.371,0,181.684,0,20.08,5.78,0.384,2.78,2,6.5,0.12,7.41,7.44,18,6.85,185.768,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb75"")",1979-09-12T00:00:00.000,0,3.5,0,17000,14.5,0,0,0,0,0,0,0,0,0,6.3,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb76"")",1979-09-12T00:00:00.000,0,3.5,0,17000,14.5,0,0,0,0,0,0,0,0,0,6.3,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb77"")",1956-09-12T00:00:00.000,0,0,0,93,25.2,0,0,0,0,0,0,0,0,0,1.4,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb78"")",1986-09-22T00:00:00.000,0,0.7,0,1300,12,0,0,0,0,0,0,7.3,7.4,89,5.7,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb79"")",2006-11-13T00:00:00.000,0.191,0,31.131,0,7.89,8.8,0.421,4.58,66,10.25,0.109,7.47,7.52,152,9.16,26.596,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7a"")",1961-08-14T00:00:00.000,0,0,0,1100,16.8,0,0,0,0,0,0,0,0,0,3.9,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7b"")",2008-09-02T00:00:00.000,0.332,0,0,0,22.22,4.71,0.416,3.2,3,19.6,0.217,7.31,7.26,2,5.8,0,40.828,-73.933833,H3,155th Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7c"")",2000-03-01T00:00:00.000,0.112,0,0,0,31.42,11.62,0.222,0,0,3.6,0.068,7.94,7.86,4,11.04,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7d"")",2015-03-17T00:00:00.000,0.119,0,0,0,31.67,0,0.07,1.75,1,5,0.043,8.14,8.11,2,11.59,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7e"")",1962-08-16T00:00:00.000,0,0,0,2,33.95,0,0,0,0,0,0,0,0,0,6.7,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb7f"")",2014-12-03T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb80"")",2009-06-23T00:00:00.000,0.058,0,245.994,0,30.01,7.69,0.033,2.7,1,3.2,0.042,7.54,7.59,1,9.86,238.403,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb81"")",2010-08-03T00:00:00.000,0.019,0,204.556,0,30.96,6.88,0.025,2.2,1,6.8,0.031,7.74,7.78,1,8,204.889,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb82"")",1964-07-23T00:00:00.000,0,0,0,2,33.25,0,0,0,0,0,0,0,0,0,7.6,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb83"")",1970-07-02T00:00:00.000,0,4.1,0,9100,31.7,0,0,0,0,0,0,0,0,0,7.9,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb84"")",2000-07-19T00:00:00.000,0.004,0,0,0,35.23,2.72,0.003,2.39,0,3.4,0.036,7.64,7.49,1,6.5,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb85"")",1988-09-21T00:00:00.000,0,3.8,0,490,30.8,0,0,0,0,0,0,7.82,7.76,54,5.6,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb86"")",1950-04-26T00:00:00.000,0,0,0,0,33.25,0,0,0,0,0,0,0,0,0,9.7,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb87"")",2013-02-13T00:00:00.000,0.031,0,81.978,0,32.79,0,0.06,3.1,2,11,0.083,8.02,8.06,0,9.93,92.82,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb88"")",1992-01-22T00:00:00.000,0.04,0.2,0,0,32.5,0,0.07,0,0,3,0.034,8.27,8.14,0,0,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb89"")",2016-07-07T00:00:00.000,0.021,0,267.4,0,31.56,7.65,0.018,1.86,2,32,0.045,8.08,7.98,92,6.84,264.74,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8a"")",1989-07-25T00:00:00.000,0,0,0,60,31.5,0,0.012,0,0,0,0.062,7.7,7.6,2,7,0,40.529667,-73.943667,N16,SI-FI-W Gong,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8b"")",2000-08-24T00:00:00.000,0.322,0,0,0,18.54,4.33,0.544,4.29,0,12.8,0.177,7.23,7.22,587,5.6,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8c"")",1991-06-18T00:00:00.000,1.1,1.1,0,24000,22.2,0,0.47,0,0,47,0.3,0,0,0,4.4,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8d"")",1969-08-12T00:00:00.000,0,3.5,0,3500000,17,0,0,0,0,0,0,0,0,0,1.9,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8e"")",2005-09-14T00:00:00.000,1.07,0,76.43,0,23.41,0,0.542,3.88,6,8.75,0.26,7.43,7.48,10,6.01,70.99,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb8f"")",2015-10-07T00:00:00.000,0.508,0,230.974,0,22.51,6.1,0.695,3.02,6,19,0.167,7.49,7.51,20,7,230.537,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb90"")",1945-08-03T00:00:00.000,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,1.1,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb91"")",1965-09-07T00:00:00.000,0,0,0,1700,26.25,0,0,0,0,0,0,0,0,0,1.5,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb92"")",1931-09-15T00:00:00.000,0,0,0,0,24.85,0,0,0,0,0,0,0,0,0,1.86,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb93"")",2004-06-30T00:00:00.000,0.301,0,0,0,20.26,0,0.405,0,1,1.2,0.136,7.42,7.52,450,7.4,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb94"")",1937-07-27T00:00:00.000,0,0,0,0,22.05,0,0,0,0,0,0,0,0,0,2.87,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb95"")",1933-08-30T00:00:00.000,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3.95,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb96"")",1964-07-21T00:00:00.000,0,0,0,1100,24.85,0,0,0,0,0,0,0,0,0,0.5,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb97"")",2012-02-21T00:00:00.000,0.507,0,0,0,21.32,7.92,0.545,2.4,3,14,0.115,7.63,7.63,13,10.57,0,40.6375,-74.195833,K3,A & K Railroad Bridge,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb98"")",1971-09-15T00:00:00.000,0,0.9,0,180000,24.4,0,0,0,0,0,0,0,0,0,1.6,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb99"")",1948-07-27T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,1.5,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9a"")",1994-11-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9b"")",2013-07-08T00:00:00.000,0.214,0,0,0,24,4.08,0.254,3.3,1,17,0.168,7.46,7.47,3,4.32,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9c"")",1965-07-26T00:00:00.000,0,0,0,230,30.8,0,0,0,0,0,0,0,0,0,2.2,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9d"")",2004-08-09T00:00:00.000,0.616,0,0,0,23.08,0,0.324,2.97,1,10.6,0.238,7.32,7.27,2,3.52,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9e"")",2001-07-24T00:00:00.000,0.373,0,0,0,24.77,0,0.25,4.6,42,10,0.212,7.56,7.56,89,5.1,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fb9f"")",2014-08-04T00:00:00.000,0.313,0,162.275,0,24.43,4.14,0.292,2.74,2,8,0.284,7.34,7.36,283,4.34,163.768,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba0"")",1924-08-19T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,2.19,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba1"")",1921-07-15T00:00:00.000,0,0,0,0,25.55,0,0,0,0,0,0,0,0,0,2.2,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba2"")",1973-07-31T00:00:00.000,0,6.2,0,11000,25.1,0,0,0,0,0,0,0,0,0,1.6,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba3"")",1973-06-20T00:00:00.000,0,4.7,0,49000,22.8,0,0,0,0,0,0,0,0,0,4,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba4"")",2000-05-15T00:00:00.000,0.475,0,0,0,0,0,0.242,0,0,11,0.142,7.39,7.45,97,7.1,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba5"")",2004-07-26T00:00:00.000,0.727,0,0,0,22.54,0,0.263,2.91,7,21,0.242,7.11,7.18,240,2.92,0,40.7855,-73.860833,E6,Flushing Bay,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba6"")",2013-08-28T00:00:00.000,0.55,0,0,0,0,0,0.253,4.1,1,9,0.26,7.53,0,52,0,0,40.6445,-73.854167,SP2,Spring Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba7"")",2012-06-20T00:00:00.000,0.042,0,0,0,0,0,0.21,3.6,4,16,0.326,8.35,0,40,0,0,40.6445,-73.854167,SP2,Spring Creek,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba8"")",1970-08-10T00:00:00.000,0,0,0,,18.1,0,0,0,0,0,0,0,0,0,2.9,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fba9"")",1982-07-29T00:00:00.000,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,6.7,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbaa"")",1982-07-29T00:00:00.000,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,6.7,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbab"")",1987-08-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,7.6,7.6,0,3.4,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbac"")",1980-09-03T00:00:00.000,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,3.1,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbad"")",1980-09-03T00:00:00.000,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,3.1,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbae"")",1970-08-10T00:00:00.000,0,0,0,780,16.3,0,0,0,0,0,0,0,0,0,1.9,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbaf"")",1970-08-10T00:00:00.000,0,0,0,4900,20.1,0,0,0,0,0,0,0,0,0,2.5,0,40.917636,-73.918217,MVM,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb0"")",1984-10-03T00:00:00.000,0,1.8,0,780,25.4,0,0,0,0,0,0,0,0,0,6.8,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb1"")",1984-10-03T00:00:00.000,0,1.8,0,780,25.4,0,0,0,0,0,0,0,0,0,6.8,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb2"")",1955-07-21T00:00:00.000,0,0,0,460,28.7,0,0,0,0,0,0,0,0,0,1.3,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb3"")",1970-07-13T00:00:00.000,0,4.1,0,49000,26.2,0,0,0,0,0,0,0,0,0,1.7,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb4"")",1961-07-17T00:00:00.000,0,0,0,1100,24.5,0,0,0,0,0,0,0,0,0,1.1,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb5"")",1985-07-08T00:00:00.000,0,1.4,0,4900,23.9,0,0,0,0,0,0,0,0,0,3.7,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb6"")",1966-09-14T00:00:00.000,0,0,0,790,21.35,0,0,0,0,0,0,0,0,0,3,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb7"")",1984-07-30T00:00:00.000,0,1.6,0,33000,23,0,0,0,0,0,0,0,0,0,3,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb8"")",1984-07-30T00:00:00.000,0,1.6,0,33000,23,0,0,0,0,0,0,0,0,0,3,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbb9"")",1950-08-23T00:00:00.000,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0.5,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbba"")",1985-09-23T00:00:00.000,0,2,0,3300,21.4,0,0,0,0,0,0,0,0,200,3.7,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbbb"")",1980-06-30T00:00:00.000,0,1.6,0,27000,26.1,0,0,0,0,0,0,0,0,0,4.2,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbbc"")",1980-06-30T00:00:00.000,0,1.6,0,27000,26.1,0,0,0,0,0,0,0,0,0,4.2,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbbd"")",1966-09-27T00:00:00.000,0,0,0,3500,23.1,0,0,0,0,0,0,0,0,0,2.8,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbbe"")",1947-06-25T00:00:00.000,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,1.2,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbbf"")",1969-06-23T00:00:00.000,0,2.4,0,110000,23.1,0,0,0,0,0,0,0,0,0,4,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc0"")",1954-07-22T00:00:00.000,0,0,0,460,28.35,0,0,0,0,0,0,0,0,0,1.9,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc1"")",1950-08-09T00:00:00.000,0,0,0,0,27.65,0,0,0,0,0,0,0,0,0,1.1,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc2"")",1916-09-01T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0.59,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc3"")",1936-03-30T00:00:00.000,0,0,0,0,17.15,0,0,0,0,0,0,0,0,0,0,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc4"")",1965-07-07T00:00:00.000,0,0,0,1300,28.35,0,0,0,0,0,0,0,0,0,2.2,0,40.787777,-73.935832,H5,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc5"")",2010-06-07T00:00:00.000,0.122,0,0,0,25.48,6.51,0.255,3,0,9.6,0.086,7.99,7.67,45,7.42,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc6"")",1937-06-24T00:00:00.000,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,2.38,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc7"")",1963-08-21T00:00:00.000,0,0,0,460,27.3,0,0,0,0,0,0,0,0,0,1.9,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc8"")",1987-08-12T00:00:00.000,0,1.9,0,450,0,0,0,0,0,0,0,7.02,6.98,600,3.1,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbc9"")",2001-10-23T00:00:00.000,0.358,0,0,0,17.23,0,0.706,3.4,0,2,0.198,7.77,7.74,35,6.2,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbca"")",2003-02-12T00:00:00.000,0.391,0,0,0,30.48,15.33,0.584,3.44,18,20.4,0.1,7.86,8.12,0,12.33,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbcb"")",2002-08-07T00:00:00.000,0.312,0,0,0,27.12,6.13,0.34,3.31,0,7.2,0.154,7.31,7.38,98,4.58,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbcc"")",1935-08-21T00:00:00.000,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0.66,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbcd"")",2000-09-27T00:00:00.000,0.358,0,0,0,25.13,0,0.39,4.23,0,11.2,0.181,7.25,7.46,283,5.43,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
